Time,CloudCover (In %),Direct_radiation (W/m²),Humidity (%H),Precipitaion (mm),SolarGeneration (MW),Surface_Pressure (hPa),Temperature (°C),ThermalGeneration (GW),Energy_Demand (GW),WindGeneration (MW),WindSpeed (km/h),USD_EGP_FX (EGP),Air_Density,BRENT_Crude_Oil_USD ($)
2/5/2022 15:30,4%,379 W/m²,42 %H,0 mm,1.19 GW,1020 hPa,15.8 °C,2.83 GW,4.15 GW,125 MW,18.1 km/h,15.7 EGP,1.23,$96.90 
2/5/2022 15:45,4%,116 W/m²,38 %H,0 mm,363 MW,1020 hPa,16.2 °C,3.96 GW,4.45 GW,128 MW,18.2 km/h,15.7 EGP,1.23,$97.30 
2/5/2022 16:00,7%,77 W/m²,42 %H,0 mm,242 MW,1020 hPa,15.4 °C,4.16 GW,4.53 GW,132 MW,18.3 km/h,15.7 EGP,1.23,$96.90 
2/5/2022 16:15,6%,24 W/m²,47 %H,0 mm,75.5 MW,1020 hPa,14.7 °C,4.18 GW,4.41 GW,158 MW,19 km/h,15.7 EGP,1.23,$96.90 
2/5/2022 16:30,7%,30 W/m²,46 %H,0 mm,94.3 MW,1020 hPa,14.8 °C,4.12 GW,4.35 GW,136 MW,18.4 km/h,15.7 EGP,1.23,$96.90 
2/5/2022 16:45,6%,45 W/m²,46 %H,0 mm,141 MW,1020 hPa,15 °C,3.86 GW,4.15 GW,147 MW,18.7 km/h,15.7 EGP,1.23,$97.10 
2/5/2022 17:00,5%,0 W/m²,47 %H,0 mm,0 MW,1020 hPa,14.2 °C,3.74 GW,3.91 GW,165 MW,19.2 km/h,15.7 EGP,1.24,$97.10 
2/5/2022 17:15,3%,0 W/m²,51 %H,0 mm,0 MW,1021 hPa,13.5 °C,4.14 GW,4.30 GW,161 MW,19.1 km/h,15.7 EGP,1.24,$97.00 
2/5/2022 17:30,4%,0 W/m²,48 %H,0 mm,0 MW,1021 hPa,13.4 °C,3.85 GW,4.01 GW,161 MW,19.1 km/h,15.7 EGP,1.24,$97.20 
2/5/2022 17:45,5%,0 W/m²,48 %H,0 mm,0 MW,1021 hPa,13.9 °C,3.67 GW,3.83 GW,154 MW,18.9 km/h,15.7 EGP,1.24,$97.30 
2/5/2022 18:00,2%,0 W/m²,52 %H,0 mm,0 MW,1021 hPa,13 °C,3.57 GW,3.72 GW,150 MW,18.8 km/h,15.7 EGP,1.24,$96.90 
2/5/2022 18:15,2%,0 W/m²,55 %H,0 mm,0 MW,1022 hPa,12.6 °C,3.76 GW,3.91 GW,149 MW,18.8 km/h,15.7 EGP,1.25,$96.90 
2/5/2022 18:30,2%,0 W/m²,56 %H,0 mm,0 MW,1021 hPa,12.8 °C,3.63 GW,3.78 GW,145 MW,18.7 km/h,15.7 EGP,1.24,$97.00 
2/5/2022 18:45,2%,0 W/m²,55 %H,0 mm,0 MW,1022 hPa,12.5 °C,3.36 GW,3.50 GW,145 MW,18.7 km/h,15.7 EGP,1.25,$96.90 
2/5/2022 19:00,1%,0 W/m²,57 %H,0 mm,0 MW,1022 hPa,12.4 °C,3.55 GW,3.69 GW,145 MW,18.7 km/h,15.7 EGP,1.25,$97.20 
2/5/2022 19:15,1%,0 W/m²,61 %H,0 mm,0 MW,1023 hPa,11.9 °C,3.51 GW,3.66 GW,144 MW,18.7 km/h,15.7 EGP,1.25,$96.90 
2/5/2022 19:30,1%,0 W/m²,63 %H,0 mm,0 MW,1022 hPa,11.4 °C,3.74 GW,3.87 GW,122 MW,18.1 km/h,15.7 EGP,1.25,$96.90 
2/5/2022 19:45,1%,0 W/m²,62 %H,0 mm,0 MW,1022 hPa,11.3 °C,3.29 GW,3.42 GW,129 MW,17.3 km/h,15.7 EGP,1.25,$97.20 
2/5/2022 20:00,1%,0 W/m²,63 %H,0 mm,0 MW,1023 hPa,11.2 °C,3.72 GW,3.85 GW,129 MW,17.3 km/h,15.7 EGP,1.25,$97.20 
2/5/2022 20:15,1%,0 W/m²,68 %H,0 mm,0 MW,1023 hPa,10.6 °C,3.63 GW,3.71 GW,84.1 MW,15.7 km/h,15.7 EGP,1.26,$97.00 
2/5/2022 20:30,1%,0 W/m²,69 %H,0 mm,0 MW,1023 hPa,10.6 °C,3.54 GW,3.66 GW,114 MW,16.8 km/h,15.7 EGP,1.26,$97.20 
2/5/2022 20:45,1%,0 W/m²,67 %H,0 mm,0 MW,1023 hPa,10.7 °C,3.24 GW,3.34 GW,106 MW,16.5 km/h,15.7 EGP,1.26,$97.20 
2/5/2022 21:00,0%,0 W/m²,69 %H,0 mm,0 MW,1023 hPa,10.3 °C,3.51 GW,3.56 GW,56.9 MW,14.7 km/h,15.7 EGP,1.26,$97.10 
2/5/2022 21:15,0%,0 W/m²,63 %H,0 mm,0 MW,1023 hPa,10.4 °C,3.07 GW,3.14 GW,69.3 MW,13.9 km/h,15.7 EGP,1.26,$97.20 
2/5/2022 21:30,0%,0 W/m²,68 %H,0 mm,0 MW,1023 hPa,11 °C,3.55 GW,3.56 GW,17.4 MW,11.2 km/h,15.7 EGP,1.25,$97.10 
2/5/2022 21:45,0%,0 W/m²,67 %H,0 mm,0 MW,1023 hPa,10.6 °C,3.52 GW,3.54 GW,19.3 MW,11.3 km/h,15.7 EGP,1.26,$96.90 
2/5/2022 22:00,0%,0 W/m²,62 %H,0 mm,0 MW,1022 hPa,11.4 °C,3.28 GW,3.29 GW,13.2 MW,10.4 km/h,15.7 EGP,1.25,$96.90 
2/5/2022 22:15,0%,0 W/m²,64 %H,0 mm,0 MW,1023 hPa,11.1 °C,3.21 GW,3.21 GW,0 MW,8 km/h,15.7 EGP,1.25,$96.90 
2/5/2022 22:30,0%,0 W/m²,63 %H,0 mm,0 MW,1023 hPa,11 °C,3.24 GW,3.25 GW,13.1 MW,10.4 km/h,15.7 EGP,1.25,$96.90 
2/5/2022 22:45,0%,0 W/m²,64 %H,0 mm,0 MW,1023 hPa,11.3 °C,3.15 GW,3.15 GW,0 MW,7.50 km/h,15.7 EGP,1.25,$97.20 
2/5/2022 23:00,0%,0 W/m²,64 %H,0 mm,0 MW,1023 hPa,11 °C,3.28 GW,3.28 GW,0 MW,7.40 km/h,15.7 EGP,1.25,$97.30 
2/5/2022 23:15,2%,0 W/m²,67 %H,0 mm,0 MW,1023 hPa,10.7 °C,2.88 GW,2.88 GW,0 MW,7 km/h,15.7 EGP,1.26,$97.20 
2/5/2022 23:30,2%,0 W/m²,66 %H,0 mm,0 MW,1023 hPa,10.6 °C,2.82 GW,2.82 GW,0 MW,5.30 km/h,15.7 EGP,1.26,$97.00 
2/5/2022 23:45,2%,0 W/m²,66 %H,0 mm,0 MW,1023 hPa,11 °C,2.96 GW,2.96 GW,0 MW,5.40 km/h,15.7 EGP,1.25,$97.00 
2/6/2022 0:00,2%,0 W/m²,67 %H,0 mm,0 MW,1022 hPa,10.4 °C,3.07 GW,3.07 GW,0 MW,5 km/h,15.7 EGP,1.26,$96.90 
2/6/2022 0:15,6%,0 W/m²,71 %H,0 mm,0 MW,1022 hPa,9.40 °C,2.95 GW,2.95 GW,0 MW,3.90 km/h,15.7 EGP,1.26,$97.00 
2/6/2022 0:30,7%,0 W/m²,68 %H,0 mm,0 MW,1022 hPa,9.10 °C,3.19 GW,3.19 GW,0 MW,3.10 km/h,15.7 EGP,1.26,$97.20 
2/6/2022 0:45,6%,0 W/m²,69 %H,0 mm,0 MW,1022 hPa,8.90 °C,3.08 GW,3.08 GW,0 MW,2.80 km/h,15.7 EGP,1.26,$97.00 
2/6/2022 1:00,9%,0 W/m²,76 %H,0 mm,0 MW,1022 hPa,8.60 °C,2.90 GW,2.90 GW,0 MW,2.40 km/h,15.7 EGP,1.26,$97.30 
2/6/2022 1:15,10%,0 W/m²,81 %H,0 mm,0 MW,1022 hPa,8.40 °C,3.14 GW,3.14 GW,0 MW,2.40 km/h,15.7 EGP,1.26,$96.90 
2/6/2022 1:30,10%,0 W/m²,78 %H,0 mm,0 MW,1022 hPa,7.90 °C,3.32 GW,3.32 GW,0 MW,2.40 km/h,15.7 EGP,1.27,$97.10 
2/6/2022 1:45,11%,0 W/m²,77 %H,0 mm,0 MW,1022 hPa,7.40 °C,3.29 GW,3.29 GW,0 MW,2.30 km/h,15.7 EGP,1.27,$97.20 
2/6/2022 2:00,11%,0 W/m²,82 %H,0 mm,0 MW,1022 hPa,7.30 °C,3.11 GW,3.11 GW,0 MW,2.30 km/h,15.7 EGP,1.27,$97.20 
2/6/2022 2:15,11%,0 W/m²,85 %H,0 mm,0 MW,1022 hPa,6.80 °C,3.07 GW,3.07 GW,0 MW,4.60 km/h,15.7 EGP,1.27,$96.90 
2/6/2022 2:30,11%,0 W/m²,83 %H,0 mm,0 MW,1022 hPa,6.90 °C,3.54 GW,3.54 GW,0 MW,2.60 km/h,15.7 EGP,1.27,$97.30 
2/6/2022 2:45,11%,0 W/m²,85 %H,0 mm,0 MW,1022 hPa,6.60 °C,3.20 GW,3.20 GW,0 MW,4.70 km/h,15.7 EGP,1.27,$97.20 
2/6/2022 3:00,11%,0 W/m²,85 %H,0 mm,0 MW,1022 hPa,6.60 °C,3.24 GW,3.24 GW,0 MW,4.70 km/h,15.7 EGP,1.27,$97.00 
2/6/2022 3:15,12%,0 W/m²,86 %H,0 mm,0 MW,1022 hPa,6.50 °C,3.66 GW,3.66 GW,0 MW,6.80 km/h,15.7 EGP,1.27,$96.90 
2/6/2022 3:30,12%,0 W/m²,86 %H,0 mm,0 MW,1022 hPa,6.50 °C,3.57 GW,3.57 GW,0 MW,5.90 km/h,15.7 EGP,1.27,$97.00 
2/6/2022 3:45,12%,0 W/m²,86 %H,0 mm,0 MW,1022 hPa,6.50 °C,3.50 GW,3.50 GW,0 MW,6.40 km/h,15.7 EGP,1.27,$97.20 
2/6/2022 4:00,12%,0 W/m²,86 %H,0 mm,0 MW,1022 hPa,6.40 °C,3.48 GW,3.48 GW,0 MW,7.40 km/h,15.7 EGP,1.27,$97.20 
2/6/2022 4:15,17%,0 W/m²,87 %H,0 mm,0 MW,1023 hPa,6.40 °C,3.87 GW,3.87 GW,0 MW,8.60 km/h,15.7 EGP,1.27,$97.30 
2/6/2022 4:30,13%,0 W/m²,87 %H,0 mm,0 MW,1023 hPa,6.30 °C,3.53 GW,3.53 GW,0 MW,8.20 km/h,15.7 EGP,1.28,$97.20 
2/6/2022 4:45,13%,0 W/m²,87 %H,0 mm,0 MW,1023 hPa,6.30 °C,3.81 GW,3.81 GW,0 MW,9.10 km/h,15.7 EGP,1.28,$96.90 
2/6/2022 5:00,17%,0 W/m²,87 %H,0 mm,0 MW,1023 hPa,6.30 °C,3.62 GW,3.63 GW,4.71 MW,9.90 km/h,15.7 EGP,1.28,$97.30 
2/6/2022 5:15,18%,223 W/m²,87 %H,0 mm,714 MW,1023 hPa,7.80 °C,3.21 GW,3.95 GW,16.7 MW,11.2 km/h,15.7 EGP,1.27,$97.10 
2/6/2022 5:30,21%,47 W/m²,82 %H,0 mm,150 MW,1023 hPa,7.90 °C,3.43 GW,3.60 GW,15.9 MW,10.6 km/h,15.7 EGP,1.27,$97.20 
2/6/2022 5:45,23%,223 W/m²,87 %H,0 mm,704 MW,1023 hPa,8.20 °C,3.18 GW,3.89 GW,11.0 MW,10.3 km/h,15.7 EGP,1.27,$97.10 
2/6/2022 6:00,23%,353 W/m²,80 %H,0 mm,1.11 GW,1023 hPa,8.40 °C,2.92 GW,4.06 GW,18.8 MW,11.3 km/h,15.7 EGP,1.27,$97.00 
2/6/2022 6:15,22%,385 W/m²,76 %H,0 mm,1.22 GW,1024 hPa,8.80 °C,2.60 GW,3.83 GW,12.8 MW,10.4 km/h,15.7 EGP,1.27,$97.10 
2/6/2022 6:30,23%,444 W/m²,65 %H,0 mm,1.39 GW,1024 hPa,11 °C,2.54 GW,3.95 GW,13.6 MW,11 km/h,15.7 EGP,1.26,$97.00 
2/6/2022 6:45,23%,418 W/m²,59 %H,0 mm,1.31 GW,1023 hPa,11.7 °C,2.59 GW,3.92 GW,19.6 MW,11.3 km/h,15.7 EGP,1.25,$97.20 
2/6/2022 7:00,21%,602 W/m²,58 %H,0 mm,1.90 GW,1024 hPa,12.9 °C,1.97 GW,3.86 GW,0 MW,9.50 km/h,15.7 EGP,1.25,$97.20 
2/6/2022 7:15,21%,628 W/m²,54 %H,0 mm,1.97 GW,1024 hPa,14.5 °C,2.02 GW,3.99 GW,0 MW,9.40 km/h,15.7 EGP,1.24,$97.10 
2/6/2022 7:30,21%,643 W/m²,58 %H,0 mm,2.02 GW,1024 hPa,13.3 °C,2.61 GW,4.63 GW,0 MW,9.40 km/h,15.7 EGP,1.25,$97.00 
2/6/2022 7:45,21%,649 W/m²,58 %H,0 mm,2.03 GW,1024 hPa,14.4 °C,2.42 GW,4.46 GW,0 MW,9.40 km/h,15.7 EGP,1.24,$97.20 
2/6/2022 8:00,21%,656 W/m²,52 %H,0 mm,2.05 GW,1024 hPa,15.1 °C,2.23 GW,4.28 GW,0 MW,9.20 km/h,15.7 EGP,1.24,$97.20 
2/6/2022 8:15,28%,659 W/m²,50 %H,0 mm,2.00 GW,1024 hPa,15.2 °C,2.48 GW,4.47 GW,0 MW,9.20 km/h,15.7 EGP,1.24,$97.30 
2/6/2022 8:30,26%,659 W/m²,52 %H,0 mm,2.01 GW,1024 hPa,15.2 °C,2.86 GW,4.87 GW,0 MW,9.30 km/h,15.7 EGP,1.24,$97.20 
2/6/2022 8:45,30%,660 W/m²,50 %H,0 mm,1.98 GW,1024 hPa,15.3 °C,2.57 GW,4.55 GW,0 MW,9.20 km/h,15.7 EGP,1.24,$97.30 
2/6/2022 9:00,30%,661 W/m²,49 %H,0 mm,1.98 GW,1024 hPa,16.5 °C,3.08 GW,5.06 GW,0 MW,9.40 km/h,15.7 EGP,1.23,$97.20 
2/6/2022 9:15,31%,683 W/m²,45 %H,0 mm,2.02 GW,1024 hPa,17.6 °C,2.75 GW,4.78 GW,0 MW,9.10 km/h,15.7 EGP,1.23,$96.90 
2/6/2022 9:30,31%,687 W/m²,47 %H,0 mm,2.04 GW,1023 hPa,17.6 °C,3.41 GW,5.45 GW,0 MW,9.10 km/h,15.7 EGP,1.23,$97.10 
2/6/2022 9:45,31%,716 W/m²,49 %H,0 mm,2.13 GW,1023 hPa,16.6 °C,2.62 GW,4.75 GW,0 MW,8.90 km/h,15.7 EGP,1.23,$97.10 
2/6/2022 10:00,32%,782 W/m²,44 %H,0 mm,2.31 GW,1023 hPa,17.6 °C,2.89 GW,5.20 GW,0 MW,8.90 km/h,15.7 EGP,1.23,$97.00 
2/6/2022 10:15,13%,792 W/m²,44 %H,0 mm,2.47 GW,1022 hPa,17.8 °C,3.22 GW,5.68 GW,0 MW,9.10 km/h,15.7 EGP,1.22,$97.20 
2/6/2022 10:30,31%,786 W/m²,44 %H,0 mm,2.33 GW,1022 hPa,17.6 °C,2.65 GW,4.98 GW,0 MW,9 km/h,15.7 EGP,1.22,$97.10 
2/6/2022 10:45,9%,801 W/m²,44 %H,0 mm,2.49 GW,1023 hPa,17.9 °C,3.43 GW,5.93 GW,0 MW,9 km/h,15.7 EGP,1.22,$97.00 
2/6/2022 11:00,5%,825 W/m²,41 %H,0 mm,2.56 GW,1022 hPa,18.5 °C,3.28 GW,5.85 GW,0 MW,9.20 km/h,15.7 EGP,1.22,$97.00 
2/6/2022 11:15,5%,807 W/m²,41 %H,0 mm,2.51 GW,1022 hPa,18.7 °C,3.19 GW,5.69 GW,0 MW,9.10 km/h,15.7 EGP,1.22,$97.00 
2/6/2022 11:30,5%,823 W/m²,40 %H,0 mm,2.56 GW,1022 hPa,18.7 °C,3.62 GW,6.17 GW,0 MW,9.20 km/h,15.7 EGP,1.22,$96.90 
2/6/2022 11:45,5%,825 W/m²,40 %H,0 mm,2.56 GW,1022 hPa,18.9 °C,3.11 GW,5.68 GW,0 MW,9.20 km/h,15.7 EGP,1.22,$97.20 
2/6/2022 12:00,3%,791 W/m²,39 %H,0 mm,2.45 GW,1022 hPa,19.1 °C,3.30 GW,5.75 GW,0 MW,9.10 km/h,15.7 EGP,1.22,$97.00 
2/6/2022 12:15,3%,806 W/m²,39 %H,0 mm,2.50 GW,1022 hPa,19.1 °C,3.64 GW,6.14 GW,0 MW,9.10 km/h,15.7 EGP,1.22,$97.30 
2/6/2022 12:30,3%,815 W/m²,38 %H,0 mm,2.53 GW,1022 hPa,19.3 °C,3.06 GW,5.58 GW,0 MW,9 km/h,15.7 EGP,1.22,$97.00 
2/6/2022 12:45,3%,794 W/m²,39 %H,0 mm,2.46 GW,1021 hPa,19.2 °C,3.70 GW,6.16 GW,0 MW,9.10 km/h,15.7 EGP,1.22,$96.90 
2/6/2022 13:00,2%,818 W/m²,37 %H,0 mm,2.54 GW,1021 hPa,19.4 °C,3.94 GW,6.48 GW,0 MW,9 km/h,15.7 EGP,1.22,$96.90 
2/6/2022 13:15,2%,750 W/m²,37 %H,0 mm,2.32 GW,1021 hPa,19.4 °C,3.80 GW,6.13 GW,8.41 MW,10.1 km/h,15.7 EGP,1.22,$97.30 
2/6/2022 13:30,1%,807 W/m²,37 %H,0 mm,2.50 GW,1021 hPa,19.3 °C,4.08 GW,6.58 GW,0 MW,9.10 km/h,15.7 EGP,1.22,$97.20 
2/6/2022 13:45,1%,723 W/m²,37 %H,0 mm,2.24 GW,1021 hPa,19.4 °C,3.78 GW,6.03 GW,8.41 MW,10.1 km/h,15.7 EGP,1.22,$97.10 
2/6/2022 14:00,0%,706 W/m²,36 %H,0 mm,2.19 GW,1021 hPa,19.3 °C,4.33 GW,6.53 GW,10.1 MW,10.2 km/h,15.7 EGP,1.22,$97.10 
2/6/2022 14:15,0%,523 W/m²,38 %H,0 mm,1.62 GW,1021 hPa,19.2 °C,4.71 GW,6.36 GW,20.2 MW,10.8 km/h,15.7 EGP,1.22,$97.20 
2/6/2022 14:30,0%,662 W/m²,37 %H,0 mm,2.05 GW,1021 hPa,19.3 °C,3.95 GW,6.01 GW,10.1 MW,10.2 km/h,15.7 EGP,1.22,$97.30 
2/6/2022 14:45,0%,540 W/m²,37 %H,0 mm,1.68 GW,1021 hPa,19 °C,5.00 GW,6.69 GW,13.5 MW,10.4 km/h,15.7 EGP,1.22,$97.10 
2/6/2022 15:00,0%,520 W/m²,38 %H,0 mm,1.62 GW,1021 hPa,18.7 °C,5.18 GW,6.82 GW,19.9 MW,11.3 km/h,15.7 EGP,1.22,$97.30 
2/6/2022 15:15,0%,341 W/m²,40 %H,0 mm,1.06 GW,1021 hPa,17.8 °C,5.09 GW,6.17 GW,19.9 MW,11.3 km/h,15.7 EGP,1.22,$96.90 
2/6/2022 15:30,0%,496 W/m²,39 %H,0 mm,1.54 GW,1021 hPa,18.1 °C,4.41 GW,5.97 GW,19.9 MW,11.3 km/h,15.7 EGP,1.22,$97.10 
2/6/2022 15:45,0%,448 W/m²,40 %H,0 mm,1.40 GW,1021 hPa,17.6 °C,4.93 GW,6.35 GW,19.9 MW,11.3 km/h,15.7 EGP,1.22,$96.90 
2/6/2022 16:00,0%,76 W/m²,42 %H,0 mm,237 MW,1021 hPa,17.1 °C,6.48 GW,6.74 GW,19.9 MW,11.3 km/h,15.7 EGP,1.23,$97.10 
2/6/2022 16:15,0%,20 W/m²,46 %H,0 mm,62.5 MW,1021 hPa,16.7 °C,6.23 GW,6.31 GW,21.9 MW,11.4 km/h,15.7 EGP,1.23,$97.00 
2/6/2022 16:30,0%,59 W/m²,44 %H,0 mm,184 MW,1022 hPa,17.1 °C,5.96 GW,6.17 GW,19.9 MW,11.3 km/h,15.7 EGP,1.23,$96.90 
2/6/2022 16:45,0%,16 W/m²,43 %H,0 mm,50.1 MW,1022 hPa,16.1 °C,6.35 GW,6.43 GW,19.9 MW,11.3 km/h,15.7 EGP,1.23,$97.10 
2/6/2022 17:00,0%,0 W/m²,46 %H,0 mm,0 MW,1022 hPa,15.8 °C,6.27 GW,6.30 GW,21.9 MW,11.4 km/h,15.7 EGP,1.23,$96.90 
2/6/2022 17:15,0%,0 W/m²,47 %H,0 mm,0 MW,1022 hPa,15.7 °C,5.60 GW,5.63 GW,29.7 MW,11.8 km/h,15.7 EGP,1.23,$96.90 
2/6/2022 17:30,0%,0 W/m²,48 %H,0 mm,0 MW,1022 hPa,15.6 °C,5.95 GW,5.97 GW,23.8 MW,11.5 km/h,15.7 EGP,1.23,$97.00 
2/6/2022 17:45,0%,0 W/m²,48 %H,0 mm,0 MW,1022 hPa,15 °C,5.99 GW,6.03 GW,37.6 MW,12.2 km/h,15.7 EGP,1.24,$97.00 
2/6/2022 18:00,0%,0 W/m²,48 %H,0 mm,0 MW,1022 hPa,14.8 °C,6.20 GW,6.25 GW,45.5 MW,12.6 km/h,15.7 EGP,1.24,$97.30 
2/6/2022 18:15,0%,0 W/m²,52 %H,0 mm,0 MW,1023 hPa,14.2 °C,6.00 GW,6.06 GW,57.0 MW,13.2 km/h,15.7 EGP,1.24,$97.00 
2/6/2022 18:30,0%,0 W/m²,49 %H,0 mm,0 MW,1023 hPa,14.1 °C,5.52 GW,5.57 GW,51.3 MW,12.9 km/h,15.7 EGP,1.24,$97.10 
2/6/2022 18:45,0%,0 W/m²,49 %H,0 mm,0 MW,1022 hPa,14.8 °C,5.65 GW,5.70 GW,49.4 MW,12.8 km/h,15.7 EGP,1.24,$97.20 
2/6/2022 19:00,0%,0 W/m²,52 %H,0 mm,0 MW,1023 hPa,14 °C,6.14 GW,6.20 GW,57.0 MW,13.2 km/h,15.7 EGP,1.24,$97.10 
2/6/2022 19:15,0%,0 W/m²,53 %H,0 mm,0 MW,1023 hPa,13.6 °C,5.47 GW,5.53 GW,55.0 MW,13.1 km/h,15.7 EGP,1.24,$97.20 
2/6/2022 19:30,0%,0 W/m²,58 %H,0 mm,0 MW,1023 hPa,12.9 °C,5.93 GW,5.99 GW,56.4 MW,13.2 km/h,15.7 EGP,1.25,$97.20 
2/6/2022 19:45,0%,0 W/m²,57 %H,0 mm,0 MW,1023 hPa,13.7 °C,5.26 GW,5.31 GW,52.6 MW,13 km/h,15.7 EGP,1.24,$97.10 
2/6/2022 20:00,0%,0 W/m²,58 %H,0 mm,0 MW,1023 hPa,12.7 °C,5.97 GW,6.02 GW,52.5 MW,13 km/h,15.7 EGP,1.25,$96.90 
2/6/2022 20:15,0%,0 W/m²,59 %H,0 mm,0 MW,1023 hPa,12.4 °C,5.64 GW,5.69 GW,48.6 MW,12.8 km/h,15.7 EGP,1.25,$96.90 
2/6/2022 20:30,0%,0 W/m²,60 %H,0 mm,0 MW,1023 hPa,11.8 °C,5.97 GW,6.02 GW,50.4 MW,12.9 km/h,15.7 EGP,1.25,$97.20 
2/6/2022 20:45,0%,0 W/m²,61 %H,0 mm,0 MW,1023 hPa,12.2 °C,5.34 GW,5.39 GW,46.5 MW,12.7 km/h,15.7 EGP,1.25,$96.90 
2/6/2022 21:00,0%,0 W/m²,62 %H,0 mm,0 MW,1023 hPa,11.6 °C,5.80 GW,5.85 GW,46.4 MW,12.7 km/h,15.7 EGP,1.25,$97.00 
2/6/2022 21:15,0%,0 W/m²,62 %H,0 mm,0 MW,1023 hPa,11.6 °C,5.20 GW,5.21 GW,15.6 MW,11.1 km/h,15.7 EGP,1.25,$96.90 
2/6/2022 21:30,0%,0 W/m²,61 %H,0 mm,0 MW,1023 hPa,11.6 °C,5.06 GW,5.10 GW,40.7 MW,12.4 km/h,15.7 EGP,1.25,$97.00 
2/6/2022 21:45,0%,0 W/m²,62 %H,0 mm,0 MW,1023 hPa,11.6 °C,4.58 GW,4.59 GW,4.94 MW,9.90 km/h,15.7 EGP,1.25,$97.00 
2/6/2022 22:00,0%,0 W/m²,60 %H,0 mm,0 MW,1023 hPa,11.6 °C,4.47 GW,4.47 GW,0 MW,9.60 km/h,15.7 EGP,1.25,$97.20 
2/6/2022 22:15,0%,0 W/m²,59 %H,0 mm,0 MW,1023 hPa,11.8 °C,4.63 GW,4.63 GW,0 MW,7.70 km/h,15.7 EGP,1.25,$97.20 
2/6/2022 22:30,0%,0 W/m²,60 %H,0 mm,0 MW,1023 hPa,11.7 °C,4.47 GW,4.47 GW,0 MW,8.90 km/h,15.7 EGP,1.25,$97.00 
2/6/2022 22:45,0%,0 W/m²,60 %H,0 mm,0 MW,1022 hPa,11.7 °C,4.27 GW,4.27 GW,0 MW,8.10 km/h,15.7 EGP,1.25,$96.90 
2/6/2022 23:00,0%,0 W/m²,57 %H,0 mm,0 MW,1022 hPa,12 °C,3.99 GW,3.99 GW,0 MW,7.70 km/h,15.7 EGP,1.25,$97.00 
2/6/2022 23:15,0%,0 W/m²,58 %H,0 mm,0 MW,1022 hPa,11.7 °C,3.93 GW,3.93 GW,0 MW,6.70 km/h,15.7 EGP,1.25,$97.00 
2/6/2022 23:30,0%,0 W/m²,58 %H,0 mm,0 MW,1022 hPa,11.6 °C,4.18 GW,4.18 GW,0 MW,6.50 km/h,15.7 EGP,1.25,$97.20 
2/6/2022 23:45,0%,0 W/m²,58 %H,0 mm,0 MW,1022 hPa,11.9 °C,3.58 GW,3.58 GW,0 MW,6.70 km/h,15.7 EGP,1.25,$97.10 
2/7/2022 0:00,0%,0 W/m²,58 %H,0 mm,0 MW,1021 hPa,11.5 °C,3.71 GW,3.71 GW,0 MW,5.80 km/h,15.7 EGP,1.25,$97.30 
2/7/2022 0:15,0%,0 W/m²,62 %H,0 mm,0 MW,1021 hPa,11.2 °C,3.38 GW,3.38 GW,0 MW,5.90 km/h,15.7 EGP,1.25,$96.20 
2/7/2022 0:30,0%,0 W/m²,65 %H,0 mm,0 MW,1021 hPa,10.5 °C,3.99 GW,3.99 GW,0 MW,5.80 km/h,15.7 EGP,1.25,$96.30 
2/7/2022 0:45,0%,0 W/m²,61 %H,0 mm,0 MW,1021 hPa,10.4 °C,3.65 GW,3.65 GW,0 MW,5.90 km/h,15.7 EGP,1.25,$96.70 
2/7/2022 1:00,0%,0 W/m²,67 %H,0 mm,0 MW,1021 hPa,9.50 °C,3.57 GW,3.57 GW,0 MW,6 km/h,15.7 EGP,1.26,$96.40 
2/7/2022 1:15,0%,0 W/m²,68 %H,0 mm,0 MW,1021 hPa,8.70 °C,3.74 GW,3.74 GW,0 MW,7.40 km/h,15.7 EGP,1.26,$96.50 
2/7/2022 1:30,0%,0 W/m²,76 %H,0 mm,0 MW,1021 hPa,8.50 °C,3.61 GW,3.61 GW,0 MW,6.40 km/h,15.7 EGP,1.26,$96.10 
2/7/2022 1:45,0%,0 W/m²,74 %H,0 mm,0 MW,1021 hPa,7.90 °C,4.08 GW,4.08 GW,0 MW,7 km/h,15.7 EGP,1.27,$96.10 
2/7/2022 2:00,0%,0 W/m²,76 %H,0 mm,0 MW,1020 hPa,7.80 °C,4.07 GW,4.07 GW,0 MW,7.60 km/h,15.7 EGP,1.26,$97.20 
2/7/2022 2:15,0%,0 W/m²,77 %H,0 mm,0 MW,1021 hPa,7.10 °C,4.10 GW,4.10 GW,0 MW,8.80 km/h,15.7 EGP,1.27,$96.90 
2/7/2022 2:30,0%,0 W/m²,78 %H,0 mm,0 MW,1021 hPa,7.10 °C,3.81 GW,3.81 GW,0 MW,7.70 km/h,15.7 EGP,1.27,$96.20 
2/7/2022 2:45,0%,0 W/m²,80 %H,0 mm,0 MW,1021 hPa,7.70 °C,3.90 GW,3.90 GW,0 MW,8.80 km/h,15.7 EGP,1.27,$96.70 
2/7/2022 3:00,0%,0 W/m²,80 %H,0 mm,0 MW,1021 hPa,6.90 °C,3.99 GW,3.99 GW,0 MW,9.20 km/h,15.7 EGP,1.27,$96.10 
2/7/2022 3:15,0%,0 W/m²,83 %H,0 mm,0 MW,1021 hPa,6.30 °C,3.89 GW,3.89 GW,0 MW,9.50 km/h,15.7 EGP,1.27,$97.30 
